startDate,endDate,value
2023-06-10 09:49:47 +0000,2023-06-10 09:49:47 +0000,71
2023-06-10 09:49:53 +0000,2023-06-10 09:49:53 +0000,77
2023-06-10 09:49:58 +0000,2023-06-10 09:49:58 +0000,78
2023-06-10 09:50:03 +0000,2023-06-10 09:50:03 +0000,80
2023-06-10 09:50:04 +0000,2023-06-10 09:50:04 +0000,80
2023-06-10 09:50:13 +0000,2023-06-10 09:50:13 +0000,87
2023-06-10 09:50:18 +0000,2023-06-10 09:50:18 +0000,90
2023-06-10 09:50:21 +0000,2023-06-10 09:50:21 +0000,91
2023-06-10 09:50:24 +0000,2023-06-10 09:50:24 +0000,89
2023-06-10 09:50:33 +0000,2023-06-10 09:50:33 +0000,85
2023-06-10 09:50:34 +0000,2023-06-10 09:50:34 +0000,85
2023-06-10 09:50:39 +0000,2023-06-10 09:50:39 +0000,84
2023-06-10 09:50:44 +0000,2023-06-10 09:50:44 +0000,85
2023-06-10 09:50:52 +0000,2023-06-10 09:50:52 +0000,79
2023-06-10 09:50:58 +0000,2023-06-10 09:50:58 +0000,77
2023-06-10 09:51:03 +0000,2023-06-10 09:51:03 +0000,79
2023-06-10 09:51:04 +0000,2023-06-10 09:51:04 +0000,80
2023-06-10 09:51:13 +0000,2023-06-10 09:51:13 +0000,77
2023-06-10 09:51:14 +0000,2023-06-10 09:51:14 +0000,78
2023-06-10 09:51:23 +0000,2023-06-10 09:51:23 +0000,87
2023-06-10 09:51:28 +0000,2023-06-10 09:51:28 +0000,90
2023-06-10 09:51:33 +0000,2023-06-10 09:51:33 +0000,92
2023-06-10 09:51:34 +0000,2023-06-10 09:51:34 +0000,92
2023-06-10 09:51:39 +0000,2023-06-10 09:51:39 +0000,92
2023-06-10 09:51:44 +0000,2023-06-10 09:51:44 +0000,91
2023-06-10 09:51:50 +0000,2023-06-10 09:51:50 +0000,93
2023-06-10 09:51:54 +0000,2023-06-10 09:51:54 +0000,93
2023-06-10 09:52:02 +0000,2023-06-10 09:52:02 +0000,94
2023-06-10 09:52:04 +0000,2023-06-10 09:52:04 +0000,94
2023-06-10 09:52:13 +0000,2023-06-10 09:52:13 +0000,92
2023-06-10 09:52:16 +0000,2023-06-10 09:52:16 +0000,91
2023-06-10 09:52:22 +0000,2023-06-10 09:52:22 +0000,89
2023-06-10 09:52:24 +0000,2023-06-10 09:52:24 +0000,89
2023-06-10 09:52:31 +0000,2023-06-10 09:52:31 +0000,88
2023-06-10 09:52:37 +0000,2023-06-10 09:52:37 +0000,84
2023-06-10 09:52:39 +0000,2023-06-10 09:52:39 +0000,84
2023-06-10 09:52:44 +0000,2023-06-10 09:52:44 +0000,84
2023-06-10 09:52:53 +0000,2023-06-10 09:52:53 +0000,86
2023-06-10 09:52:58 +0000,2023-06-10 09:52:58 +0000,89
2023-06-10 09:53:00 +0000,2023-06-10 09:53:00 +0000,88
2023-06-10 09:53:07 +0000,2023-06-10 09:53:07 +0000,88
2023-06-10 09:53:10 +0000,2023-06-10 09:53:10 +0000,86
2023-06-10 09:53:14 +0000,2023-06-10 09:53:14 +0000,84
2023-06-10 09:53:19 +0000,2023-06-10 09:53:19 +0000,94
2023-06-10 09:53:33 +0000,2023-06-10 09:53:33 +0000,119
2023-06-10 09:53:38 +0000,2023-06-10 09:53:38 +0000,130
2023-06-10 09:53:40 +0000,2023-06-10 09:53:40 +0000,130
2023-06-10 09:53:46 +0000,2023-06-10 09:53:46 +0000,129
2023-06-10 09:53:50 +0000,2023-06-10 09:53:50 +0000,129
2023-06-10 09:53:54 +0000,2023-06-10 09:53:54 +0000,132
2023-06-10 09:54:03 +0000,2023-06-10 09:54:03 +0000,135
2023-06-10 09:54:07 +0000,2023-06-10 09:54:07 +0000,137
2023-06-10 09:54:11 +0000,2023-06-10 09:54:11 +0000,138
2023-06-10 09:54:14 +0000,2023-06-10 09:54:14 +0000,142
2023-06-10 09:54:20 +0000,2023-06-10 09:54:20 +0000,142
2023-06-10 09:54:25 +0000,2023-06-10 09:54:25 +0000,144
2023-06-10 09:54:32 +0000,2023-06-10 09:54:32 +0000,145
2023-06-10 09:54:34 +0000,2023-06-10 09:54:34 +0000,146
2023-06-10 09:54:39 +0000,2023-06-10 09:54:39 +0000,146
2023-06-10 09:54:45 +0000,2023-06-10 09:54:45 +0000,146
2023-06-10 09:54:49 +0000,2023-06-10 09:54:49 +0000,146
2023-06-10 09:54:57 +0000,2023-06-10 09:54:57 +0000,147
2023-06-10 09:55:03 +0000,2023-06-10 09:55:03 +0000,151
2023-06-10 09:55:08 +0000,2023-06-10 09:55:08 +0000,154
2023-06-10 09:55:09 +0000,2023-06-10 09:55:09 +0000,154
2023-06-10 09:55:17 +0000,2023-06-10 09:55:17 +0000,154
2023-06-10 09:55:22 +0000,2023-06-10 09:55:22 +0000,158
2023-06-10 09:55:24 +0000,2023-06-10 09:55:24 +0000,158
2023-06-10 09:55:29 +0000,2023-06-10 09:55:29 +0000,159
2023-06-10 09:55:36 +0000,2023-06-10 09:55:36 +0000,158
2023-06-10 09:55:43 +0000,2023-06-10 09:55:43 +0000,159
2023-06-10 09:55:44 +0000,2023-06-10 09:55:44 +0000,160
2023-06-10 09:55:50 +0000,2023-06-10 09:55:50 +0000,160
2023-06-10 09:55:58 +0000,2023-06-10 09:55:58 +0000,158
2023-06-10 09:56:03 +0000,2023-06-10 09:56:03 +0000,160
2023-06-10 09:56:08 +0000,2023-06-10 09:56:08 +0000,159
2023-06-10 09:56:13 +0000,2023-06-10 09:56:13 +0000,159
2023-06-10 09:56:14 +0000,2023-06-10 09:56:14 +0000,160
2023-06-10 09:56:22 +0000,2023-06-10 09:56:22 +0000,159
2023-06-10 09:56:24 +0000,2023-06-10 09:56:24 +0000,159
2023-06-10 09:56:31 +0000,2023-06-10 09:56:31 +0000,158
2023-06-10 09:56:37 +0000,2023-06-10 09:56:37 +0000,158
2023-06-10 09:56:39 +0000,2023-06-10 09:56:39 +0000,158
2023-06-10 09:56:47 +0000,2023-06-10 09:56:47 +0000,159
2023-06-10 09:56:53 +0000,2023-06-10 09:56:53 +0000,160
2023-06-10 09:56:55 +0000,2023-06-10 09:56:55 +0000,160
2023-06-10 09:57:03 +0000,2023-06-10 09:57:03 +0000,162
2023-06-10 09:57:06 +0000,2023-06-10 09:57:06 +0000,163
2023-06-10 09:57:11 +0000,2023-06-10 09:57:11 +0000,163
2023-06-10 09:57:18 +0000,2023-06-10 09:57:18 +0000,163
2023-06-10 09:57:20 +0000,2023-06-10 09:57:20 +0000,163
2023-06-10 09:57:24 +0000,2023-06-10 09:57:24 +0000,163
2023-06-10 09:57:31 +0000,2023-06-10 09:57:31 +0000,163
2023-06-10 09:57:34 +0000,2023-06-10 09:57:34 +0000,163
2023-06-10 09:57:40 +0000,2023-06-10 09:57:40 +0000,162
2023-06-10 09:57:44 +0000,2023-06-10 09:57:44 +0000,163
2023-06-10 09:57:53 +0000,2023-06-10 09:57:53 +0000,163
2023-06-10 09:57:58 +0000,2023-06-10 09:57:58 +0000,164
2023-06-10 09:58:00 +0000,2023-06-10 09:58:00 +0000,164
2023-06-10 09:58:06 +0000,2023-06-10 09:58:06 +0000,165
2023-06-10 09:58:13 +0000,2023-06-10 09:58:13 +0000,167
2023-06-10 09:58:16 +0000,2023-06-10 09:58:16 +0000,166
2023-06-10 09:58:20 +0000,2023-06-10 09:58:20 +0000,166
2023-06-10 09:58:24 +0000,2023-06-10 09:58:24 +0000,165
2023-06-10 09:58:32 +0000,2023-06-10 09:58:32 +0000,164
2023-06-10 09:58:34 +0000,2023-06-10 09:58:34 +0000,164
2023-06-10 09:58:43 +0000,2023-06-10 09:58:43 +0000,165
2023-06-10 09:58:44 +0000,2023-06-10 09:58:44 +0000,165
2023-06-10 09:58:51 +0000,2023-06-10 09:58:51 +0000,165
2023-06-10 09:58:55 +0000,2023-06-10 09:58:55 +0000,165
2023-06-10 09:59:00 +0000,2023-06-10 09:59:00 +0000,164
2023-06-10 09:59:07 +0000,2023-06-10 09:59:07 +0000,165
2023-06-10 09:59:11 +0000,2023-06-10 09:59:11 +0000,164
2023-06-10 09:59:17 +0000,2023-06-10 09:59:17 +0000,163
2023-06-10 09:59:19 +0000,2023-06-10 09:59:19 +0000,163
2023-06-10 09:59:24 +0000,2023-06-10 09:59:24 +0000,165
2023-06-10 09:59:30 +0000,2023-06-10 09:59:30 +0000,165
2023-06-10 09:59:36 +0000,2023-06-10 09:59:36 +0000,166
2023-06-10 09:59:41 +0000,2023-06-10 09:59:41 +0000,166
2023-06-10 09:59:45 +0000,2023-06-10 09:59:45 +0000,165
2023-06-10 09:59:53 +0000,2023-06-10 09:59:53 +0000,165
2023-06-10 09:59:56 +0000,2023-06-10 09:59:56 +0000,166
2023-06-10 10:00:02 +0000,2023-06-10 10:00:02 +0000,166
2023-06-10 10:00:08 +0000,2023-06-10 10:00:08 +0000,166
2023-06-10 10:00:09 +0000,2023-06-10 10:00:09 +0000,166
2023-06-10 10:00:18 +0000,2023-06-10 10:00:18 +0000,166
2023-06-10 10:00:19 +0000,2023-06-10 10:00:19 +0000,166
2023-06-10 10:00:27 +0000,2023-06-10 10:00:27 +0000,166
2023-06-10 10:00:33 +0000,2023-06-10 10:00:33 +0000,166
2023-06-10 10:00:38 +0000,2023-06-10 10:00:38 +0000,165
2023-06-10 10:00:40 +0000,2023-06-10 10:00:40 +0000,166
2023-06-10 10:00:46 +0000,2023-06-10 10:00:46 +0000,165
2023-06-10 10:00:53 +0000,2023-06-10 10:00:53 +0000,166
2023-06-10 10:00:56 +0000,2023-06-10 10:00:56 +0000,166
2023-06-10 10:01:01 +0000,2023-06-10 10:01:01 +0000,167
2023-06-10 10:01:05 +0000,2023-06-10 10:01:05 +0000,164
2023-06-10 10:01:09 +0000,2023-06-10 10:01:09 +0000,159
2023-06-10 10:01:15 +0000,2023-06-10 10:01:15 +0000,158
2023-06-10 10:01:20 +0000,2023-06-10 10:01:20 +0000,159
2023-06-10 10:01:25 +0000,2023-06-10 10:01:25 +0000,157
2023-06-10 10:01:33 +0000,2023-06-10 10:01:33 +0000,151
2023-06-10 10:01:35 +0000,2023-06-10 10:01:35 +0000,150
2023-06-10 10:01:39 +0000,2023-06-10 10:01:39 +0000,149
2023-06-10 10:01:48 +0000,2023-06-10 10:01:48 +0000,145
2023-06-10 10:01:49 +0000,2023-06-10 10:01:49 +0000,145
2023-06-10 10:01:54 +0000,2023-06-10 10:01:54 +0000,140
2023-06-10 10:02:03 +0000,2023-06-10 10:02:03 +0000,133
2023-06-10 10:02:06 +0000,2023-06-10 10:02:06 +0000,135
2023-06-10 10:02:13 +0000,2023-06-10 10:02:13 +0000,129
2023-06-10 10:02:14 +0000,2023-06-10 10:02:14 +0000,129
2023-06-10 10:02:21 +0000,2023-06-10 10:02:21 +0000,136
2023-06-10 10:02:24 +0000,2023-06-10 10:02:24 +0000,138
2023-06-10 10:02:33 +0000,2023-06-10 10:02:33 +0000,122
2023-06-10 10:02:36 +0000,2023-06-10 10:02:36 +0000,122
2023-06-10 10:02:42 +0000,2023-06-10 10:02:42 +0000,119
2023-06-10 10:02:47 +0000,2023-06-10 10:02:47 +0000,111
2023-06-10 10:02:52 +0000,2023-06-10 10:02:52 +0000,107
2023-06-10 10:02:55 +0000,2023-06-10 10:02:55 +0000,108
2023-06-10 10:03:03 +0000,2023-06-10 10:03:03 +0000,102
2023-06-10 10:03:08 +0000,2023-06-10 10:03:08 +0000,99
2023-06-10 10:03:10 +0000,2023-06-10 10:03:10 +0000,100
2023-06-10 10:03:14 +0000,2023-06-10 10:03:14 +0000,100
2023-06-10 10:03:19 +0000,2023-06-10 10:03:19 +0000,97
2023-06-10 10:03:27 +0000,2023-06-10 10:03:27 +0000,91
2023-06-10 10:03:33 +0000,2023-06-10 10:03:33 +0000,93
2023-06-10 10:03:36 +0000,2023-06-10 10:03:36 +0000,92
2023-06-10 10:03:43 +0000,2023-06-10 10:03:43 +0000,93
2023-06-10 10:03:45 +0000,2023-06-10 10:03:45 +0000,92
2023-06-10 10:03:49 +0000,2023-06-10 10:03:49 +0000,91
2023-06-10 10:03:57 +0000,2023-06-10 10:03:57 +0000,89
2023-06-10 10:04:03 +0000,2023-06-10 10:04:03 +0000,92
2023-06-10 10:04:05 +0000,2023-06-10 10:04:05 +0000,91
2023-06-10 10:04:12 +0000,2023-06-10 10:04:12 +0000,89
2023-06-10 10:04:14 +0000,2023-06-10 10:04:14 +0000,89
2023-06-10 10:04:20 +0000,2023-06-10 10:04:20 +0000,91
2023-06-10 10:04:27 +0000,2023-06-10 10:04:27 +0000,88
2023-06-10 10:04:30 +0000,2023-06-10 10:04:30 +0000,88
2023-06-10 10:04:35 +0000,2023-06-10 10:04:35 +0000,90
2023-06-10 10:04:39 +0000,2023-06-10 10:04:39 +0000,92
2023-06-10 10:04:44 +0000,2023-06-10 10:04:44 +0000,89
2023-06-10 10:04:53 +0000,2023-06-10 10:04:53 +0000,102
2023-06-10 10:04:57 +0000,2023-06-10 10:04:57 +0000,102
2023-06-10 10:05:00 +0000,2023-06-10 10:05:00 +0000,100
2023-06-10 10:05:08 +0000,2023-06-10 10:05:08 +0000,104
2023-06-10 10:05:13 +0000,2023-06-10 10:05:13 +0000,101
2023-06-10 10:05:14 +0000,2023-06-10 10:05:14 +0000,100
2023-06-10 10:05:22 +0000,2023-06-10 10:05:22 +0000,103
2023-06-10 10:05:28 +0000,2023-06-10 10:05:28 +0000,97
2023-06-10 10:05:29 +0000,2023-06-10 10:05:29 +0000,96
2023-06-10 10:05:37 +0000,2023-06-10 10:05:37 +0000,91
2023-06-10 10:05:39 +0000,2023-06-10 10:05:39 +0000,90
2023-06-10 10:05:47 +0000,2023-06-10 10:05:47 +0000,100
2023-06-10 10:05:53 +0000,2023-06-10 10:05:53 +0000,98
2023-06-10 10:05:55 +0000,2023-06-10 10:05:55 +0000,98
2023-06-10 10:06:03 +0000,2023-06-10 10:06:03 +0000,99
2023-06-10 10:06:04 +0000,2023-06-10 10:06:04 +0000,98
2023-06-10 10:06:09 +0000,2023-06-10 10:06:09 +0000,97
2023-06-10 10:06:15 +0000,2023-06-10 10:06:15 +0000,102
2023-06-10 10:06:20 +0000,2023-06-10 10:06:20 +0000,100
2023-06-10 10:06:24 +0000,2023-06-10 10:06:24 +0000,104
2023-06-10 10:06:29 +0000,2023-06-10 10:06:29 +0000,98
2023-06-10 10:06:38 +0000,2023-06-10 10:06:38 +0000,96
2023-06-10 10:06:39 +0000,2023-06-10 10:06:39 +0000,95
2023-06-10 10:06:48 +0000,2023-06-10 10:06:48 +0000,95
2023-06-10 10:06:53 +0000,2023-06-10 10:06:53 +0000,96
2023-06-10 10:06:54 +0000,2023-06-10 10:06:54 +0000,96
2023-06-10 10:07:03 +0000,2023-06-10 10:07:03 +0000,96
2023-06-10 10:07:06 +0000,2023-06-10 10:07:06 +0000,94
2023-06-10 10:07:09 +0000,2023-06-10 10:07:09 +0000,93
2023-06-10 10:07:14 +0000,2023-06-10 10:07:14 +0000,97
2023-06-10 10:07:23 +0000,2023-06-10 10:07:23 +0000,97
2023-06-10 10:07:28 +0000,2023-06-10 10:07:28 +0000,97
2023-06-10 10:07:33 +0000,2023-06-10 10:07:33 +0000,96
2023-06-10 10:07:38 +0000,2023-06-10 10:07:38 +0000,96
2023-06-10 10:07:39 +0000,2023-06-10 10:07:39 +0000,97
2023-06-10 10:07:44 +0000,2023-06-10 10:07:44 +0000,99
2023-06-10 10:07:52 +0000,2023-06-10 10:07:52 +0000,95
2023-06-10 10:07:57 +0000,2023-06-10 10:07:57 +0000,99
2023-06-10 10:08:03 +0000,2023-06-10 10:08:03 +0000,109
2023-06-10 10:08:08 +0000,2023-06-10 10:08:08 +0000,118
2023-06-10 10:08:12 +0000,2023-06-10 10:08:12 +0000,121
2023-06-10 10:08:15 +0000,2023-06-10 10:08:15 +0000,123
2023-06-10 10:08:23 +0000,2023-06-10 10:08:23 +0000,127
2023-06-10 10:08:27 +0000,2023-06-10 10:08:27 +0000,127
2023-06-10 10:08:31 +0000,2023-06-10 10:08:31 +0000,127
2023-06-10 10:08:34 +0000,2023-06-10 10:08:34 +0000,127
2023-06-10 10:08:42 +0000,2023-06-10 10:08:42 +0000,122
2023-06-10 10:08:45 +0000,2023-06-10 10:08:45 +0000,122
2023-06-10 10:08:52 +0000,2023-06-10 10:08:52 +0000,125
2023-06-10 10:08:54 +0000,2023-06-10 10:08:54 +0000,128
2023-06-10 10:08:59 +0000,2023-06-10 10:08:59 +0000,130
2023-06-10 10:09:06 +0000,2023-06-10 10:09:06 +0000,134
2023-06-10 10:09:10 +0000,2023-06-10 10:09:10 +0000,135
2023-06-10 10:09:17 +0000,2023-06-10 10:09:17 +0000,135
2023-06-10 10:09:21 +0000,2023-06-10 10:09:21 +0000,133
2023-06-10 10:09:28 +0000,2023-06-10 10:09:28 +0000,132
2023-06-10 10:09:31 +0000,2023-06-10 10:09:31 +0000,133
2023-06-10 10:09:38 +0000,2023-06-10 10:09:38 +0000,139
2023-06-10 10:09:43 +0000,2023-06-10 10:09:43 +0000,141
2023-06-10 10:09:48 +0000,2023-06-10 10:09:48 +0000,143
2023-06-10 10:09:52 +0000,2023-06-10 10:09:52 +0000,142
2023-06-10 10:09:56 +0000,2023-06-10 10:09:56 +0000,142
2023-06-10 10:09:59 +0000,2023-06-10 10:09:59 +0000,142
2023-06-10 10:10:07 +0000,2023-06-10 10:10:07 +0000,142
2023-06-10 10:10:10 +0000,2023-06-10 10:10:10 +0000,142
2023-06-10 10:10:17 +0000,2023-06-10 10:10:17 +0000,142
2023-06-10 10:10:19 +0000,2023-06-10 10:10:19 +0000,143
2023-06-10 10:10:26 +0000,2023-06-10 10:10:26 +0000,143
2023-06-10 10:10:32 +0000,2023-06-10 10:10:32 +0000,144
2023-06-10 10:10:38 +0000,2023-06-10 10:10:38 +0000,143
2023-06-10 10:10:39 +0000,2023-06-10 10:10:39 +0000,143
2023-06-10 10:10:48 +0000,2023-06-10 10:10:48 +0000,142
2023-06-10 10:10:49 +0000,2023-06-10 10:10:49 +0000,141
2023-06-10 10:10:54 +0000,2023-06-10 10:10:54 +0000,139
2023-06-10 10:11:03 +0000,2023-06-10 10:11:03 +0000,141
2023-06-10 10:11:05 +0000,2023-06-10 10:11:05 +0000,141
2023-06-10 10:11:12 +0000,2023-06-10 10:11:12 +0000,140
2023-06-10 10:11:17 +0000,2023-06-10 10:11:17 +0000,137
2023-06-10 10:11:21 +0000,2023-06-10 10:11:21 +0000,138
2023-06-10 10:11:24 +0000,2023-06-10 10:11:24 +0000,139
2023-06-10 10:11:32 +0000,2023-06-10 10:11:32 +0000,138
2023-06-10 10:11:35 +0000,2023-06-10 10:11:35 +0000,139
2023-06-10 10:11:42 +0000,2023-06-10 10:11:42 +0000,136
2023-06-10 10:11:48 +0000,2023-06-10 10:11:48 +0000,141
2023-06-10 10:11:51 +0000,2023-06-10 10:11:51 +0000,139
2023-06-10 10:11:55 +0000,2023-06-10 10:11:55 +0000,139
2023-06-10 10:12:01 +0000,2023-06-10 10:12:01 +0000,139
2023-06-10 10:12:08 +0000,2023-06-10 10:12:08 +0000,136
2023-06-10 10:12:10 +0000,2023-06-10 10:12:10 +0000,136
2023-06-10 10:12:18 +0000,2023-06-10 10:12:18 +0000,138
2023-06-10 10:12:19 +0000,2023-06-10 10:12:19 +0000,138
2023-06-10 10:12:24 +0000,2023-06-10 10:12:24 +0000,138
2023-06-10 10:12:32 +0000,2023-06-10 10:12:32 +0000,139
2023-06-10 10:12:36 +0000,2023-06-10 10:12:36 +0000,138
2023-06-10 10:12:41 +0000,2023-06-10 10:12:41 +0000,138
2023-06-10 10:12:47 +0000,2023-06-10 10:12:47 +0000,136
2023-06-10 10:12:50 +0000,2023-06-10 10:12:50 +0000,135
2023-06-10 10:12:58 +0000,2023-06-10 10:12:58 +0000,133
2023-06-10 10:13:00 +0000,2023-06-10 10:13:00 +0000,133
2023-06-10 10:13:08 +0000,2023-06-10 10:13:08 +0000,136
2023-06-10 10:13:10 +0000,2023-06-10 10:13:10 +0000,136
2023-06-10 10:13:14 +0000,2023-06-10 10:13:14 +0000,138
2023-06-10 10:13:19 +0000,2023-06-10 10:13:19 +0000,141
2023-06-10 10:13:24 +0000,2023-06-10 10:13:24 +0000,143
2023-06-10 10:13:29 +0000,2023-06-10 10:13:29 +0000,144
2023-06-10 10:13:38 +0000,2023-06-10 10:13:38 +0000,146
2023-06-10 10:13:40 +0000,2023-06-10 10:13:40 +0000,147
2023-06-10 10:13:47 +0000,2023-06-10 10:13:47 +0000,145
2023-06-10 10:13:50 +0000,2023-06-10 10:13:50 +0000,146
2023-06-10 10:13:58 +0000,2023-06-10 10:13:58 +0000,145
2023-06-10 10:13:59 +0000,2023-06-10 10:13:59 +0000,145
2023-06-10 10:14:04 +0000,2023-06-10 10:14:04 +0000,143
2023-06-10 10:14:09 +0000,2023-06-10 10:14:09 +0000,141
2023-06-10 10:14:15 +0000,2023-06-10 10:14:15 +0000,139
2023-06-10 10:14:23 +0000,2023-06-10 10:14:23 +0000,137
2023-06-10 10:14:24 +0000,2023-06-10 10:14:24 +0000,137
2023-06-10 10:14:29 +0000,2023-06-10 10:14:29 +0000,138
2023-06-10 10:14:38 +0000,2023-06-10 10:14:38 +0000,142
2023-06-10 10:14:39 +0000,2023-06-10 10:14:39 +0000,142
2023-06-10 10:14:44 +0000,2023-06-10 10:14:44 +0000,143
2023-06-10 10:14:51 +0000,2023-06-10 10:14:51 +0000,143
2023-06-10 10:14:58 +0000,2023-06-10 10:14:58 +0000,141
2023-06-10 10:14:59 +0000,2023-06-10 10:14:59 +0000,141
2023-06-10 10:15:08 +0000,2023-06-10 10:15:08 +0000,132
2023-06-10 10:15:11 +0000,2023-06-10 10:15:11 +0000,132
2023-06-10 10:15:15 +0000,2023-06-10 10:15:15 +0000,129
2023-06-10 10:15:19 +0000,2023-06-10 10:15:19 +0000,125
2023-06-10 10:15:24 +0000,2023-06-10 10:15:24 +0000,123
2023-06-10 10:15:31 +0000,2023-06-10 10:15:31 +0000,124
2023-06-10 10:15:35 +0000,2023-06-10 10:15:35 +0000,121
2023-06-10 10:15:43 +0000,2023-06-10 10:15:43 +0000,121
2023-06-10 10:15:48 +0000,2023-06-10 10:15:48 +0000,120
2023-06-10 10:15:53 +0000,2023-06-10 10:15:53 +0000,125
2023-06-10 10:15:56 +0000,2023-06-10 10:15:56 +0000,127
2023-06-10 10:15:59 +0000,2023-06-10 10:15:59 +0000,129
2023-06-10 10:16:08 +0000,2023-06-10 10:16:08 +0000,129
2023-06-10 10:16:10 +0000,2023-06-10 10:16:10 +0000,129
2023-06-10 10:16:17 +0000,2023-06-10 10:16:17 +0000,127
2023-06-10 10:16:23 +0000,2023-06-10 10:16:23 +0000,128
2023-06-10 10:16:26 +0000,2023-06-10 10:16:26 +0000,128
2023-06-10 10:16:32 +0000,2023-06-10 10:16:32 +0000,130
2023-06-10 10:16:38 +0000,2023-06-10 10:16:38 +0000,132
2023-06-10 10:16:43 +0000,2023-06-10 10:16:43 +0000,133
2023-06-10 10:16:48 +0000,2023-06-10 10:16:48 +0000,133
2023-06-10 10:16:51 +0000,2023-06-10 10:16:51 +0000,134
2023-06-10 10:16:58 +0000,2023-06-10 10:16:58 +0000,134
2023-06-10 10:17:01 +0000,2023-06-10 10:17:01 +0000,133
2023-06-10 10:17:08 +0000,2023-06-10 10:17:08 +0000,125
2023-06-10 10:17:09 +0000,2023-06-10 10:17:09 +0000,124
2023-06-10 10:17:14 +0000,2023-06-10 10:17:14 +0000,123
2023-06-10 10:17:22 +0000,2023-06-10 10:17:22 +0000,117
2023-06-10 10:17:28 +0000,2023-06-10 10:17:28 +0000,108
2023-06-10 10:17:29 +0000,2023-06-10 10:17:29 +0000,107
2023-06-10 10:17:38 +0000,2023-06-10 10:17:38 +0000,120
2023-06-10 10:17:43 +0000,2023-06-10 10:17:43 +0000,123
2023-06-10 10:17:48 +0000,2023-06-10 10:17:48 +0000,126
2023-06-10 10:17:53 +0000,2023-06-10 10:17:53 +0000,130
2023-06-10 10:17:54 +0000,2023-06-10 10:17:54 +0000,130
2023-06-10 10:18:00 +0000,2023-06-10 10:18:00 +0000,131
2023-06-10 10:18:06 +0000,2023-06-10 10:18:06 +0000,134
2023-06-10 10:18:11 +0000,2023-06-10 10:18:11 +0000,137
2023-06-10 10:18:18 +0000,2023-06-10 10:18:18 +0000,135
2023-06-10 10:18:23 +0000,2023-06-10 10:18:23 +0000,134
2023-06-10 10:18:24 +0000,2023-06-10 10:18:24 +0000,134
2023-06-10 10:18:31 +0000,2023-06-10 10:18:31 +0000,129
2023-06-10 10:18:38 +0000,2023-06-10 10:18:38 +0000,126
2023-06-10 10:18:40 +0000,2023-06-10 10:18:40 +0000,125
2023-06-10 10:18:48 +0000,2023-06-10 10:18:48 +0000,119
2023-06-10 10:18:52 +0000,2023-06-10 10:18:52 +0000,124
2023-06-10 10:18:54 +0000,2023-06-10 10:18:54 +0000,124
2023-06-10 10:19:03 +0000,2023-06-10 10:19:03 +0000,121
2023-06-10 10:19:06 +0000,2023-06-10 10:19:06 +0000,122
2023-06-10 10:19:13 +0000,2023-06-10 10:19:13 +0000,125
2023-06-10 10:19:14 +0000,2023-06-10 10:19:14 +0000,125
2023-06-10 10:19:23 +0000,2023-06-10 10:19:23 +0000,125
2023-06-10 10:19:24 +0000,2023-06-10 10:19:24 +0000,125
2023-06-10 10:19:30 +0000,2023-06-10 10:19:30 +0000,121
2023-06-10 10:19:34 +0000,2023-06-10 10:19:34 +0000,121
2023-06-10 10:19:43 +0000,2023-06-10 10:19:43 +0000,133
2023-06-10 10:19:48 +0000,2023-06-10 10:19:48 +0000,135
2023-06-10 10:19:51 +0000,2023-06-10 10:19:51 +0000,137
2023-06-10 10:19:58 +0000,2023-06-10 10:19:58 +0000,135
2023-06-10 10:19:59 +0000,2023-06-10 10:19:59 +0000,135
2023-06-10 10:20:05 +0000,2023-06-10 10:20:05 +0000,138
2023-06-10 10:20:09 +0000,2023-06-10 10:20:09 +0000,137
2023-06-10 10:20:14 +0000,2023-06-10 10:20:14 +0000,140
2023-06-10 10:20:23 +0000,2023-06-10 10:20:23 +0000,139
2023-06-10 10:20:24 +0000,2023-06-10 10:20:24 +0000,138
2023-06-10 10:20:31 +0000,2023-06-10 10:20:31 +0000,123
2023-06-10 10:20:34 +0000,2023-06-10 10:20:34 +0000,121
2023-06-10 10:20:43 +0000,2023-06-10 10:20:43 +0000,113
2023-06-10 10:20:48 +0000,2023-06-10 10:20:48 +0000,112
2023-06-10 10:20:53 +0000,2023-06-10 10:20:53 +0000,109
2023-06-10 10:20:54 +0000,2023-06-10 10:20:54 +0000,109
2023-06-10 10:21:03 +0000,2023-06-10 10:21:03 +0000,111
2023-06-10 10:21:08 +0000,2023-06-10 10:21:08 +0000,103
2023-06-10 10:21:10 +0000,2023-06-10 10:21:10 +0000,103
2023-06-10 10:21:18 +0000,2023-06-10 10:21:18 +0000,99
2023-06-10 10:21:20 +0000,2023-06-10 10:21:20 +0000,100
2023-06-10 10:21:28 +0000,2023-06-10 10:21:28 +0000,106
2023-06-10 10:21:29 +0000,2023-06-10 10:21:29 +0000,107
2023-06-10 10:21:34 +0000,2023-06-10 10:21:34 +0000,105
2023-06-10 10:21:43 +0000,2023-06-10 10:21:43 +0000,106
2023-06-10 10:21:47 +0000,2023-06-10 10:21:47 +0000,102
2023-06-10 10:21:49 +0000,2023-06-10 10:21:49 +0000,102
2023-06-10 10:21:54 +0000,2023-06-10 10:21:54 +0000,109
2023-06-10 10:22:03 +0000,2023-06-10 10:22:03 +0000,99
2023-06-10 10:22:07 +0000,2023-06-10 10:22:07 +0000,104
