,bpm,time
1927,109.0,1686293615000000000
1928,109.0,1686293616000000000
1929,111.0,1686293621000000000
1930,105.0,1686293630000000000
1931,107.0,1686293633000000000
1932,108.0,1686293636000000000
1933,108.0,1686293641000000000
1934,107.0,1686293650000000000
1935,104.0,1686293654000000000
1936,101.0,1686293658000000000
1937,101.0,1686293661000000000
1938,101.0,1686293668000000000
1939,97.0,1686293671000000000
1940,101.0,1686293676000000000
1941,100.0,1686293681000000000
1942,98.0,1686293688000000000
1943,101.0,1686293691000000000
1944,106.0,1686293696000000000
1945,108.0,1686293701000000000
1946,107.0,1686293706000000000
1947,107.0,1686293711000000000
1948,109.0,1686293716000000000
1949,111.0,1686293725000000000
1950,110.0,1686293729000000000
1951,110.0,1686293735000000000
1952,109.0,1686293740000000000
1953,109.0,1686293741000000000
1954,109.0,1686293746000000000
1955,110.0,1686293752000000000
1956,109.0,1686293758000000000
1957,121.0,1686293765000000000
1958,122.0,1686293768000000000
1959,116.0,1686293772000000000
1960,114.0,1686293776000000000
1961,109.0,1686293785000000000
1962,108.0,1686293787000000000
1963,105.0,1686293793000000000
1964,106.0,1686293796000000000
1965,105.0,1686293805000000000
1966,104.0,1686293807000000000
1967,106.0,1686293815000000000
1968,106.0,1686293817000000000
1969,104.0,1686293821000000000
1970,103.0,1686293826000000000
1971,96.0,1686293831000000000
1972,88.0,1686293840000000000
1973,84.0,1686293845000000000
1974,83.0,1686293847000000000
1975,80.0,1686293855000000000
1976,79.0,1686293860000000000
1977,80.0,1686293861000000000
1978,85.0,1686293870000000000
1979,85.0,1686293871000000000
1980,90.0,1686293877000000000
1981,91.0,1686293885000000000
1982,89.0,1686293890000000000
1983,88.0,1686293891000000000
1984,86.0,1686293896000000000
1985,86.0,1686293905000000000
1986,83.0,1686293910000000000
1987,82.0,1686293914000000000
1988,82.0,1686293916000000000
1989,82.0,1686293925000000000
1990,81.0,1686293926000000000
1991,70.0,1686293935000000000
1992,70.0,1686293939000000000
1993,68.0,1686293945000000000
1994,68.0,1686293946000000000
1995,70.0,1686293952000000000
1996,70.0,1686293956000000000
1997,72.0,1686293961000000000
1998,76.0,1686293970000000000
1999,74.0,1686293975000000000
2000,70.0,1686293980000000000
2001,70.0,1686293985000000000
2002,71.0,1686293989000000000
2003,65.0,1686294034000000000
2004,61.0,1686294266000000000
2005,64.0,1686294561000000000
2006,61.0,1686295081000000000
2007,65.0,1686295248000000000
2008,63.0,1686295425000000000
2009,63.0,1686295943000000000
2010,64.0,1686296025000000000
2011,61.0,1686296476000000000
2012,63.0,1686296876000000000
2013,66.0,1686297207000000000
2014,91.0,1686297310000000000
2015,58.0,1686297661000000000
2016,55.0,1686298038000000000
2017,55.0,1686298128000000000
2018,57.0,1686298690000000000
2019,57.0,1686298778000000000
2020,61.0,1686299181000000000
2021,54.0,1686299366000000000
2022,53.0,1686299825000000000
2023,55.0,1686299935000000000
2024,54.0,1686300283000000000
2025,67.0,1686300548000000000
