,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr_bpm,loc_speed,labelwalking,labelstanding,labelcycling,labelsitting,labeljogging,mag_x,mag_y,mag_z,pca_1,pca_2,pca_3,pca_4
2023-06-10 09:18:38.578849500,0.7224188200500681,0.788365440614512,-0.04578465754566181,-0.011972728224563212,0.02348683620099503,-0.06857350249747009,91.6,0.37,1,0,0,0,0,-89.98063502657736,-19.64901725645686,-226.38602089330368,-0.18648167966140244,0.08521434445153854,-0.36824290849062413,0.040470603242869066
2023-06-10 09:18:39.078849500,0.7659363642730589,0.7800115671102226,-0.0300198257793466,-0.5820987564197282,-0.26971975655381886,0.01894448257697511,92.8,0.37,1,0,0,0,0,-87.57528532848028,-24.366009417380237,-228.01209741069346,-0.16395376870098696,0.12232935657854684,-0.37059167746325067,0.05909811983210065
2023-06-10 09:18:39.578849500,0.8476245743842487,0.7222130105813964,-0.040099788752522,-0.9496702489339484,-0.5120584192347858,0.11759429255950812,94.0,0.37,1,0,0,0,0,-90.99803900559638,-25.392549946836688,-233.49267012388927,-0.12298061320829642,0.13147178128074002,-0.37805774246181123,0.05250280587689499
2023-06-10 09:18:40.078849500,0.8860437338655597,0.6520864347960437,-0.07498357213742492,-0.8460546250715881,-0.5019043118782275,0.010386329159266164,95.125,0.37,1,0,0,0,0,-97.40205516951426,-21.992836326295333,-240.7235309272852,-0.08261047283372261,0.10312576768388466,-0.38787203809774656,0.012901139640851697
2023-06-10 09:18:40.578849500,0.8671910706512389,0.6401749793521763,-0.09138853938366676,-0.4294205908093139,-0.2519654583128704,-0.31396439592543196,96.25,0.37,1,0,0,0,0,-100.25852433159055,-15.197574840616962,-244.92207211016918,-0.08732276873943202,0.06679969985969005,-0.40682632203612856,-0.03585161277849869
2023-06-10 09:18:41.078849500,0.8623102668659761,0.7034168754426857,-0.056762975235368024,-0.037177260974437396,0.006931128408948969,-0.49398997602066946,97.375,0.37,1,0,0,0,0,-96.34000221552665,-8.206382344712207,-243.3560957042607,-0.15042234550774863,0.06373350518946831,-0.4402315676400254,-0.05675228032856568
2023-06-10 09:18:41.578849500,0.9153363898797938,0.7448224420751309,-0.017810186863232404,0.1765810690557318,0.03450857029501185,-0.14231363230461597,98.5,0.37,1,0,0,0,0,-90.29456002870964,-6.078320307500589,-238.69967782305747,-0.20364104537777322,0.09912033155676271,-0.46840321546463165,-0.034599481723512515
2023-06-10 09:18:42.078849500,0.9471574937214295,0.6193322984257702,-0.08052190026922473,0.2678708662643011,-0.2028947942959129,0.639982333927593,99.625,0.33813953488372095,1,0,0,0,0,-91.02077823949732,-12.549384405333669,-236.78607215844886,-0.137036537979874,0.12563981156088289,-0.4498758181112522,0.010258303341978525
2023-06-10 09:18:42.578849500,0.8223004523296993,0.2842169528662972,-0.3003286206810602,0.2848166564247401,-0.5085395124805153,1.246966432352281,100.75,0.30627906976744185,1,0,0,0,0,-102.91214572622712,-25.913085227843037,-240.7977398796155,0.0874305227462525,0.09167800036774665,-0.35512079900934934,0.03649093764491873
2023-06-10 09:18:43.078849500,0.515279729704132,-0.13165909424075933,-0.6034894150278618,0.1969362118505361,-0.6331428817387584,1.1636216469410212,101.875,0.27441860465116275,1,0,0,0,0,-121.15168943935201,-39.171942282038984,-248.19514633597657,0.37885613775370575,-0.00880340340493587,-0.21085757140803296,0.02457072649510192
